ts_code,trade_date,industry,total_mv,pe,pe_ttm,buy_score,sell_score,quadrant,v7c_recommend,r10_pred,r20_pred,sell_10_v6_prob,sell_20_v6_prob,mfk_pyramid_top_heavy,pyr_velocity_20_60,f1_neg1,f2_pos1,main_net_5d
000963.SZ,20260420,化学制药,6623183.4772,18.8582,17.9117,56.419060415710135,6.152772088335983,中性区,False,0.931140022358142,-1.6383607784927703,0.2538332650600318,0.04013356978323821,0.49944078028302014,-0.0074267171309966296,-0.09325800000000008,-0.011984300000000008,-0.1562823
000965.SZ,20260420,区域地产,455030.667,270.1262,56.4792,52.50919127075119,5.50075350917135,中性区,False,0.8398218787459816,-2.3940984585232843,0.21383192310825952,0.09075768406894245,0.5779430129239926,0.014764631680682316,-0.0160024,-0.009174399999999978,-0.014679700000000002
000966.SZ,20260420,火力发电,1580389.8973,22.0965,106.6007,58.40965396868418,15.924046239579056,中性区,False,0.8618938265585376,-0.7631218737905546,0.34980485227000974,0.07695935663292265,0.723148389253663,0.010930325567251487,-0.05885280000000004,-0.014531900000000007,-0.11058920000000014
000967.SZ,20260420,环境保护,2308702.1053,44.9589,60.5634,31.91471590055042,89.96090517270035,中性区,False,0.8229632265279965,-10.186782448129078,0.7720456635344793,0.7049782911889566,1.3563052500013395,0.21855435469758344,-0.0,0.3996182000000002,-0.47506779999999993
000968.SZ,20260420,石油开采,809799.7264,18.6405,20.2066,52.56219447008549,45.71034731428883,中性区,False,0.8618938265585376,-2.446928942138874,0.42141541216353595,0.44042617489163066,0.5330294271831617,0.008117675454378803,-0.057551400000000016,0.0,-0.08843900000000007
000969.SZ,20260420,小金属,2645207.8416,71.032,84.2547,53.64599716057063,25.46158583520065,中性区,False,0.8229632265279965,-2.0429417473546643,0.4119763355155336,0.14317941304204068,0.45380905008636024,-0.07557035246758165,-0.0,0.00299560000000002,-0.022821199999999892
000970.SZ,20260420,矿物制品,1771312.4513,1475.1374,122.6757,61.05785862409671,12.264872721017861,中性区,False,0.8229632265279965,0.4673135468820048,0.3254233183699092,0.05222319542425319,0.47826568147852605,-0.037927110652817564,-0.032623000000000006,0.012428400000000115,-0.08677160000000003
000973.SZ,20260420,塑料,1222822.8881,102.2079,101.6242,31.91471590055042,92.97002531974243,中性区,False,0.8229632265279965,-11.08808997095934,0.6993592443372142,0.864545553932886,0.6640312333147824,0.02680546365270109,-1.0671154000000003,-0.28752130000000015,-0.7795941000000004
000975.SZ,20260420,黄金,10545991.1625,48.5294,36.2991,58.388865462850575,53.23412512208298,中性区,False,0.8229632265279965,-0.5938781340294582,0.4933547181461209,0.4673336822010164,0.4607795371620445,-0.14845459667991645,-0.11908100000000002,-0.019369900000000002,-0.2091958
000977.SZ,20260420,IT设备,9668450.2965,42.1878,38.9929,37.82276032537274,82.32311637180857,中性区,False,0.8229632265279965,-6.220276271846908,0.7031917039618071,0.6715390156665136,0.9903178273510793,0.08327181891243629,0.0,-1.4658522999999994,0.2183549999999992
000978.SZ,20260420,旅游景点,338926.12,,,54.5000885986652,58.82600168311512,中性区,False,0.8229632265279965,-1.8174616076976982,0.5421656576376337,0.49416133175429683,0.3176363941476394,0.01660413446835496,-0.07963040000000003,-0.019717399999999982,-0.05447680000000004
000980.SZ,20260420,汽车配件,1780019.3519,,,55.37411804531485,50.57493860983864,中性区,False,0.8229632265279965,-1.5867178337821894,0.5364139885893271,0.367281347989733,0.5679284367468851,-0.1271975081592096,-0.04135810000000009,-0.07425920000000003,-0.04285790000000003
000981.SZ,20260420,汽车配件,4738801.2009,,,31.91471590055042,47.94314817351655,中性区,False,0.8229632265279965,-8.626365973446424,0.5066989663994089,0.3649171614648669,0.6547441806202888,0.0067711425566789885,0.0,-0.0844822999999996,-0.4974617000000003
000983.SZ,20260420,煤炭开采,3962616.5392,12.7496,23.3644,58.416633801896005,3.9006034390110575,中性区,False,0.931140022358142,-1.0760839335037318,0.22510088929423328,0.052161379166939255,0.820986341304205,0.08945811356324429,-0.0809207,0.0,-0.20216930000000016
000985.SZ,20260420,化工原料,277039.6115,187.2473,,63.60867804676168,22.50389248386642,中性区,False,0.8398218787459816,1.4046500818809498,0.40450988028663515,0.10767998405836506,0.17262045573180756,-0.14000029074953668,0.00017279999999999737,0.00018179999999999282,-6.0299999999995774e-05
000987.SZ,20260420,多元金融,5865027.8481,25.5669,16.3581,50.83925618104989,26.492399094722526,中性区,False,0.931140022358142,-3.1114290964430737,0.29211394095913285,0.31067347435821413,0.611181873964813,-0.10062782147706995,-0.0,-0.05650879999999997,0.014241499999999935
000988.SZ,20260420,专用机械,7816778.0442,64.0326,48.7191,31.91471590055042,86.35649239357979,中性区,False,0.8229632265279965,-8.733404276668477,0.6919217664632372,0.7590556753142563,1.2505972437136799,-0.10251215769274924,-7.332420300000001,-0.10351030000000087,-7.671730500000001
000989.SZ,20260420,中成药,777195.3469,35.9476,60.9903,55.71807436709855,11.414478364778352,中性区,False,0.9359090741000039,-1.8378595088566374,0.2744091399736201,0.10391516051137882,0.33734828060312816,-0.04593921967065573,-0.0310543,-0.03263940000000002,-0.0022702999999999916
000990.SZ,20260420,化工原料,1088852.8314,47.2205,94.0956,43.04696419517263,84.37109601835063,中性区,False,0.8229632265279965,-4.841086450219737,0.6792510768067629,0.7426963772730523,0.5273598866593494,-0.03130093952244595,0.05650959999999998,-0.053747399999999966,0.13747340000000002
000993.SZ,20260420,水力发电,586177.8624,34.6186,28.4035,54.73496641301184,37.88786053367963,中性区,False,0.8618938265585376,-1.8733171492063183,0.43825397139622974,0.29877378301003926,0.4110568487757146,0.04410176961837081,-0.07169020000000001,-0.032979699999999994,-0.048147799999999935
000995.SZ,20260420,白酒,228856.32,82.6186,,54.060481746465676,41.686209694513956,中性区,False,0.9359090741000039,-2.275463960703715,0.5215921195421975,0.25094703593649526,0.31127485872623945,-0.062214922779042114,-0.0170712,-0.03344299999999999,0.015081400000000014
000997.SZ,20260420,IT设备,2896446.939,28.6909,26.1178,48.171709856599705,31.956228769815056,中性区,False,0.931140022358142,-3.815661326097924,0.4333470574656839,0.21482840451132254,0.48919132206854327,0.03279359161803347,0.0,-0.1957969,0.20179650000000016
000998.SZ,20260420,种植业,1425364.6192,125.1783,,54.87303128745185,9.796982490249476,中性区,False,0.8229632265279965,-1.71900473785802,0.2783659422895014,0.07431727361842357,0.4881452021036256,-0.08690414671377067,-0.036317200000000036,-0.0650988,-0.0012861000000000122
000999.SZ,20260420,中成药,4787954.7775,14.2165,17.3421,58.20551744670911,0.0,中性区,False,0.931140022358142,-1.1600237963260431,0.17062214453547983,0.020669115634926585,0.5999991427225505,-0.043670185618301716,-0.030992899999999955,0.018059699999999953,-0.053611800000000015
001201.SZ,20260420,农业综合,388996.0575,,170.6544,65.76151746348152,6.836618900707202,中性区,False,0.8398218787459816,2.2606190339687595,0.2620394268084864,0.037846488691303366,0.32216765976249717,0.018903985418814218,-0.00012960000000000385,-0.007431899999999996,0.012261800000000003
001202.SZ,20260420,仓储物流,304544.658,37.3349,41.6219,68.13248432616297,4.69439423921973,中性区,False,0.9359090741000039,2.7651931091126554,0.23633273087063675,0.046992308392641485,0.11313799148509891,-0.2786125397669563,0.0,0.0005632999999999999,0.001047000000000001
001203.SZ,20260420,普钢,4970246.7703,66.1586,73.0596,31.91471590055042,91.11918607801624,中性区,False,0.8229632265279965,-8.620140964204916,0.7047506296369318,0.8240634181722525,0.5972263145472423,0.021763673300952857,0.009916199999999972,-0.12404210000000013,0.08631350000000013
001205.SZ,20260420,水运,305693.7463,22.2888,40.3951,65.18834747255335,0.7083157336597312,中性区,False,0.8398218787459816,2.0327266455757145,0.18849978880391677,0.024825563458227295,0.2679937735604652,-0.0901478133157474,-0.0,0.011070899999999998,-0.016902600000000007
001206.SZ,20260420,造纸,517702.6624,24.0659,23.4373,61.93927252256172,18.59104578065568,中性区,False,0.9479986745761271,0.24764795438030687,0.37087403742193314,0.09081011513151767,0.2378223740382972,-0.04522377823222701,-0.01159450000000002,-0.005593900000000013,-0.013272100000000012
001207.SZ,20260420,化工原料,622515.01,22.8739,20.5695,66.25751095847397,30.332653429699793,中性区,False,1.2401272330728128,0.6325805328948698,0.41863248065772973,0.20878852329831252,0.43479732409937205,-0.017550092050305888,-0.06405939999999999,-0.016762299999999994,-0.0623481
001208.SZ,20260420,电气设备,1485441.4553,136.2101,129.2083,31.91471590055042,75.23403103109024,中性区,False,0.8229632265279965,-8.299659962447098,0.639121385927651,0.6407409134533,0.4028674861432107,-0.051210894101121174,-0.04611590000000001,-0.4054605000000001,0.3593446
001209.SZ,20260420,服饰,274750.9621,34.2265,107.3357,63.53822662780182,19.895570032436883,中性区,False,0.8398218787459816,1.3766385977025073,0.33076149484063644,0.16144810436156778,0.16156028452804697,-0.3221394488094136,-0.0042288000000000004,0.0006904999999999996,-0.006634800000000014
001210.SZ,20260420,供气供热,350789.9562,72.0458,46.4382,60.2843894481173,11.658116696582278,中性区,False,0.9359090741000039,-0.3552094143983033,0.2976437519028492,0.07818795471110832,0.2394484337384569,-0.0870803606646714,0.0010755000000000007,-0.005673500000000005,-0.004266899999999986
001211.SZ,20260420,家居用品,211680.0,74.4747,93.2169,62.051152512706906,68.62450234451093,中性区,False,0.9359090741000039,0.3472555800825211,0.5752980194373025,0.6180208127553487,0.36006012438059154,0.05281662728504016,-0.009751000000000001,0.0037231999999999973,-0.04247400000000001
001212.SZ,20260420,其他建材,1096234.7489,359.2861,,45.82144046412648,49.53965639659879,中性区,False,0.8229632265279965,-4.108624715215919,0.5042282388242609,0.392313674717571,0.7736417599347504,-0.02703713387005613,-0.020063900000000023,0.0,-0.045155199999999895
001213.SZ,20260420,铁路,1866666.6665,27.9917,32.9359,62.54928946521428,0.0,中性区,False,0.8398218787459816,0.9834371818577023,0.09658017905073012,0.011808668356388894,0.5580727023999517,-0.021133421982415634,-0.0,0.0,-0.0035753000000000356
001215.SZ,20260420,食品,445674.9658,53.2512,79.7076,60.157546866753485,26.168366717086702,中性区,False,0.9359090741000039,-0.4056420247485579,0.41246751832748957,0.15330031755156442,0.30720358733017405,-0.0976974613570003,-0.0,-0.003543400000000002,-0.025649399999999992
001216.SZ,20260420,家居用品,453360.06,22.1126,20.1015,57.83328946129717,29.413153495841414,中性区,False,1.0440858699301494,-1.606950454483136,0.4055164445472505,0.21142577004360544,0.24012122479490255,-0.049292924692392714,-0.01774410000000003,-0.0030646000000000002,-0.027356000000000054
001217.SZ,20260420,化工原料,442050.84,50.3804,150.0825,62.80202945169404,15.90453079329599,中性区,False,0.8398218787459816,1.0839266004820542,0.3594278246347625,0.06447362352073319,0.2519481091308706,-0.20987076897011578,-0.006532399999999943,-0.008935900000000028,0.005426400000000023
001218.SZ,20260420,化工原料,327137.9674,29.9804,24.4651,69.80487287884434,2.2246028091518815,中性区,False,1.0440858699301494,2.9368883065800295,0.20669523370982257,0.027526905707605288,0.06815732298888381,-0.03513297703314884,0.0,-0.00030539999999999804,0.0028596000000000008
001219.SZ,20260420,食品,289940.8363,29.7445,27.9742,70.23240320759845,4.192405131459537,理想多,False,0.9359090741000039,3.600120856371399,0.22234660624050906,0.06008552342687348,0.2388535598183216,0.011420259040719971,0.0049153,-0.004213300000000001,0.008475499999999983
001221.SZ,20260420,家居用品,2711667.79,51.0315,40.797,52.018004307099005,43.58837396325519,中性区,False,0.9359090741000039,-2.8146780046965167,0.5124726007052525,0.291411323348159,0.21135939303673518,-0.06430557665290529,-0.005466900000000002,0.0006909000000000004,-0.003353300000000015
001222.SZ,20260420,文教休闲,447064.38,27.2134,25.5822,62.69266982383671,5.3616003161066725,中性区,False,0.9479986745761271,0.5471987213672416,0.24433920379328006,0.04975151720662207,0.140281945967488,-0.03168256555065585,3.1299999999996485e-05,-0.003156600000000007,0.0017362000000000072
001223.SZ,20260420,专用机械,538641.04,157.0936,79.272,52.95067917858699,71.92321587419679,中性区,False,0.9359090741000039,-2.568451838623689,0.6497006193624318,0.5669543576542967,0.40322076328239964,-0.014030210293278,-0.010127199999999998,-0.023470899999999992,0.014787500000000016
001225.SZ,20260420,专用机械,532203.744,92.4983,114.3194,48.23334593501765,45.98919743427832,中性区,False,0.8398218787459816,-3.5229216271569377,0.5025671405436979,0.3404507563123464,0.1836105722648465,-0.2452876082297702,0.001062599999999999,5.899999999999569e-05,0.0013465000000000061
001226.SZ,20260420,工程机械,373408.1667,184.34,174.1163,59.09589288238672,36.62845763357895,中性区,False,0.9359090741000039,-0.8277556489327844,0.4549071715743852,0.2585368053695121,0.3955071078455039,-0.0792049457400727,-0.0015836999999999921,-0.0005204000000000005,-0.005097399999999974
001227.SZ,20260420,银行,1321401.743,6.9997,6.9639,65.27746707239613,0.0,中性区,False,0.9479986745761271,1.5749141073944697,0.09570295446507837,0.004076889377600492,0.9102840175588136,0.001658327690985506,-0.0,0.0,-0.002024000000000019
001228.SZ,20260420,仓储物流,312944.0669,35.6524,33.7216,58.80823701121189,32.58408650486175,中性区,False,0.9359090741000039,-0.9421276233118988,0.42721002085595633,0.2321454217896873,0.3603494153185764,0.04420619348133831,0.0019250000000000007,0.0025163999999999994,-8.420000000000476e-05
001229.SZ,20260420,IT设备,405195.6825,50.6431,59.5242,47.59853868661423,68.5547602336492,中性区,False,0.9359090741000039,-3.9814169285044967,0.5847423843100222,0.6029416164575269,0.4191608645970749,0.07026273588635307,-0.004116300000000001,-0.04073740000000001,0.04443360000000004
001230.SZ,20260420,环境保护,317847.303,22.5942,20.9994,64.16676785481832,35.934639267096514,中性区,False,1.0440858699301494,0.6951777490272867,0.4793541814230486,0.2170245537240054,0.3836645512199638,0.030790290049563795,-0.0,-0.018344100000000002,0.04135479999999999
001231.SZ,20260420,农药化肥,249949.94,41.7107,38.6935,68.98173738540663,28.33696237914679,中性区,False,0.9359090741000039,3.1028561254679303,0.4297644519297893,0.16435352238529805,0.2654572175304286,-0.01997280671318946,-0.0023944000000000014,-0.0030089,-0.0171353
001233.SZ,20260420,汽车配件,1605135.8458,23.638,25.099,53.298819525982786,40.97468358633053,中性区,False,1.0440858699301494,-2.8040505174061345,0.5076213520137621,0.2578281446281253,0.4806922605867674,-0.07724642167979995,-0.018812100000000012,-0.007207300000000019,-0.009674699999999993
001234.SZ,20260420,服饰,298371.1599,42.3943,74.7758,63.637899198589054,30.15732730130449,中性区,False,0.9359090741000039,0.9781460623892636,0.41976827048378107,0.20468489903370554,0.27878224979495764,-0.04486667484054824,-0.008901899999999997,-0.0017728999999999905,-0.007129000000000054
001236.SZ,20260420,多元金融,1033980.0002,346.6684,667.2588,55.15045128273147,11.336828122765672,中性区,False,0.8398218787459816,-1.6968058153604886,0.2563587695988757,0.1255986793074623,0.22327194928704186,-0.047721153990440246,-0.004887200000000001,-0.000480800000000056,-0.010690399999999989
001238.SZ,20260420,家居用品,621811.02,,,52.4664140315464,30.16157802757213,中性区,False,0.8398218787459816,-2.405391649673347,0.41040775823426046,0.21660615892236648,0.19938869291746547,-0.0791471119530413,0.0051833999999999995,0.002277300000000016,0.002906099999999997
001239.SZ,20260420,工程机械,407760.0,51.5629,38.5142,64.37771564915144,8.256884761276407,中性区,False,0.8398218787459816,1.710419432591119,0.26820738356226637,0.06377529585919732,0.29086318855647636,0.006656085701760711,-0.0032732999999999985,0.0,-0.015527599999999989
001255.SZ,20260420,电气设备,342429.1788,258.6774,425.9635,56.74369475752279,17.61816936505091,中性区,False,0.9359090741000039,-1.5670957257846365,0.3428378402608559,0.11153491001835632,0.14095950872066584,-0.20593784578775856,-0.0,-0.0005260000000000005,-0.0008014999999999992
001256.SZ,20260420,轻工机械,315744.2034,35.0111,34.6381,71.27355699732806,29.737974155409603,理想多,False,0.9359090741000039,4.014083603167895,0.42225750744556506,0.1951576977311768,0.2138657888010831,0.0425703157790463,-0.004276700000000001,0.0016304999999999978,-0.013731699999999996
001258.SZ,20260420,新型电力,723333.3339,144.1418,135.5935,41.91997410897146,56.8566880511796,中性区,False,0.8618938265585376,-5.25647511747298,0.4838069884504312,0.5450941266401285,0.37407741730188643,0.02364467892689831,-0.00255360000000002,0.02363330000000001,-0.038522999999999946
001259.SZ,20260420,家用电器,234380.6083,216.3749,478.5445,67.30772198566552,25.056478296834705,中性区,False,0.9359090741000039,2.437267602530865,0.3851321649021138,0.17102439456921,0.07628913756340042,-0.12511156694418582,-0.0,1.590000000000177e-05,-0.0012473999999999931
001260.SZ,20260420,汽车配件,270250.0,55.9612,60.6232,62.45528658188637,22.889873534702836,中性区,False,0.9359090741000039,0.507939285988279,0.39525357012147944,0.12527155557360914,0.11758091631980369,-0.15021381459955813,-0.00035019999999999653,0.0011272000000000061,-0.004607699999999999
001266.SZ,20260420,电器仪表,350515.5389,205.3556,87.473,57.853526977798055,31.80069866993721,中性区,False,0.9359090741000039,-1.2741000196319687,0.49196259237953466,0.13821800276896834,0.13227082396848064,-0.10278344147154511,-0.004034600000000001,0.0,-0.014999699999999998
001267.SZ,20260420,通信设备,2005310.5876,307.0856,220.9423,31.91471590055042,95.37467229264786,中性区,False,0.8229632265279965,-10.941762682491593,0.7407839601527438,0.8461110907932445,0.875352632277784,-0.1586510725501793,-0.3679332999999999,-0.01147460000000001,-0.46367760000000013
001268.SZ,20260420,机械基件,383055.4024,53.6038,47.4164,53.00716689324636,60.09122930339373,中性区,False,0.9359090741000039,-2.553539081953616,0.593913030867267,0.4405331904677381,0.39363973103706573,-0.11809198625519113,-0.004961200000000002,-0.0321525,0.024043000000000016
001269.SZ,20260420,矿物制品,482183.4345,,,53.65654859989729,38.570326630926566,中性区,False,0.8398218787459816,-2.0911961236287127,0.527958370649143,0.19552169530116936,0.31309926509437264,0.011612755468363045,-0.011804899999999983,0.0,-0.015746100000000054
001277.SZ,20260420,专用机械,351956.0,25.0816,34.0383,59.296870464383616,3.4466780164299355,中性区,False,0.8398218787459816,-0.3097246128725687,0.22136013619715922,0.025342835466222256,0.11474788275572131,-0.23769197801730993,0.0,-0.0011679,0.0006450999999999917
001278.SZ,20260420,汽车配件,257736.6722,84.4762,,63.91883085450267,33.17964791790098,中性区,False,0.9359090741000039,1.0898444887805185,0.44623957528516467,0.2170938529908863,0.11057128888879855,-0.09917508171615988,-0.004490600000000001,-0.0006985999999999848,-0.004900999999999989
001279.SZ,20260420,广告包装,573440.0,69.6631,98.2608,54.71879214728632,0.48641338120353667,中性区,False,0.8398218787459816,-1.8107638271180073,0.1767620785688997,0.05739348339429376,0.13580100870545905,-0.05147149893191988,-0.0,0.0,-0.0026427999999999994
001280.SZ,20260420,小金属,20452249.9982,140.2289,119.8686,36.658430130498544,48.23820775500089,中性区,False,0.8229632265279965,-6.527659443293694,0.5007867068298457,0.3768909292248756,0.6305592350383503,-0.16181492252979213,-0.018178400000000004,-0.13594260000000002,-0.07327139999999997
001282.SZ,20260420,汽车配件,487697.392,33.3354,36.1931,58.97695673200591,35.074425136875895,中性区,False,0.8398218787459816,-0.4369223128659463,0.5007821494350936,0.17680720612939504,0.26878543924892456,-0.10167144023224206,-0.018059199999999987,-0.01034619999999999,-0.02074340000000002
001283.SZ,20260420,电气设备,717990.9933,78.6806,38.0144,46.1167918044259,32.6936267293438,中性区,False,0.8229632265279965,-4.030651961376874,0.4450968798614651,0.21115374512816987,0.5574791140397912,0.03173473278491956,-0.0351384,-0.0654601,0.030321700000000035
001286.SZ,20260420,火力发电,3727500.0,12.3891,12.73,62.55598472141134,4.805048200740343,中性区,False,0.931140022358142,0.5697219920955657,0.2376605784088841,0.04169405397130986,0.3933724886036367,-0.020737840644529215,-0.002846799999999973,0.024980600000000013,-0.011200799999999952
001287.SZ,20260420,元器件,1899750.2425,80.1426,54.9405,39.3394594830569,79.42407933962626,中性区,False,0.8229632265279965,-5.819867694218289,0.6802927601299554,0.6541010815201541,0.4660027588447391,-0.015253085588284532,-0.10152310000000002,-0.24565699999999996,0.08568499999999998
001288.SZ,20260420,专用机械,896068.7069,56.9584,49.6822,56.71538072906472,48.908907900840546,中性区,False,0.8398218787459816,-1.2836644415285114,0.5661809557650499,0.3042528561237131,0.33185242153394207,-0.05793738305696522,-0.0038568999999999973,-0.01784970000000001,0.018399399999999996
001289.SZ,20260420,新型电力,13241948.8038,20.869,25.1589,57.80109353357759,7.174766566903043,中性区,False,0.9479986745761271,-1.3245439916320478,0.2660971988028365,0.03564136338708544,0.41726398709555573,0.0042882843939879844,0.0,-0.0013703999999999962,-0.023997399999999995
001296.SZ,20260420,其他建材,442640.0235,36.5108,31.1137,63.300567639451764,22.243527604121233,中性区,False,0.9359090741000039,0.8440230344762775,0.3758923879495821,0.13997126151317216,0.23785099172013674,-0.11908406347010966,0.0,-0.01002589999999997,0.009708299999999963
001298.SZ,20260420,元器件,947042.6454,314.1804,193.3598,54.303776817145,60.912880895493785,中性区,False,1.2232685808548278,-3.081221559558979,0.5294492153429785,0.549541187924322,0.28852074389058185,-0.04967445245717733,-0.0007771999999999987,-0.019239599999999947,0.0015261000000000233
001299.SZ,20260420,供气供热,323679.9004,37.0775,32.704,59.62332711045208,50.78824200654402,中性区,False,0.8229632265279965,-0.10305618294309801,0.48359777155396055,0.43859632770269924,0.4893539471700157,0.08322665718930494,-0.10433360000000001,0.0009058000000000384,-0.1159106
001300.SZ,20260420,文教休闲,423926.3144,190.3644,,58.30654114382189,62.22068143675217,中性区,False,0.9359090741000039,-1.1416019001861608,0.5672574866144069,0.5171063462523747,0.3534290708876662,0.00556011550669977,0.0,0.038793899999999965,-0.03280320000000003
001301.SZ,20260420,电气设备,2020957.4102,24.107,20.7984,41.02285976010425,50.090177699432545,中性区,False,0.931140022358142,-5.702957751572725,0.5174389048150171,0.3839480882656864,0.3632185253433392,-0.0554236093180252,-0.0598348,-0.006328200000000011,-0.03884970000000004
001306.SZ,20260420,机械基件,542023.5744,87.3172,136.7648,63.58776708341091,20.561965053353163,中性区,False,0.8398218787459816,1.3963358828526824,0.3889251380457312,0.09790336061970853,0.25846259965516066,-0.08885166395360505,-0.0023243,-0.0016475999999999852,0.005146099999999999
001308.SZ,20260420,元器件,1539143.3313,18.4669,19.7816,60.030866382149796,2.6543718094169804,中性区,False,0.9479986745761271,-0.5111343270474746,0.21185246171300376,0.0423406515805558,0.12995781535610607,-0.060431831518676454,7.60000000000011e-05,-0.00015199999999999817,-0.008766799999999995
001309.SZ,20260420,半导体,6233718.6818,177.8249,,31.91471590055042,100.0,中性区,False,0.8229632265279965,-12.183552467206365,0.7852136763999159,0.909384645389091,1.849516882283621,0.18125595666507488,-0.0,0.7229129999999996,-2.6052377
001311.SZ,20260420,汽车配件,1255699.7467,29.5509,45.6993,56.21009146636927,51.86283857390973,中性区,False,0.8229632265279965,-1.3660208506238225,0.5400900873918534,0.3822010356270802,0.35284295759354206,-0.2229229198882432,-0.022728899999999996,-0.012945000000000009,-0.02256330000000001
001313.SZ,20260420,饲料,562800.0,,685.1138,57.29972382756326,45.64629512948221,中性区,False,0.9359090741000039,-1.4203040512939529,0.47981164563921963,0.3640622681584514,0.29733896450868863,-0.00992791378691299,-0.0074808,-0.001083799999999989,-0.004845699999999984
001314.SZ,20260420,元器件,690919.096,202.7169,344.4172,49.02901650485395,21.168474986287546,中性区,False,0.8398218787459816,-3.3128645967201544,0.3475655285809675,0.15951115025567847,0.24507130830742785,-0.12438471135821677,-0.008077500000000001,-0.011760899999999998,0.00425220000000001
001316.SZ,20260420,批发业,549100.5534,62.028,40.8231,47.824508460688335,51.25523865983445,中性区,False,0.8229632265279965,-3.5798147641235913,0.5464419343168666,0.36491984416145257,0.2944717672901465,-0.14915189229989423,0.003048700000000012,-0.009181300000000003,-0.006171499999999986
001317.SZ,20260420,铁路,423208.4369,492.5397,,48.660634742705845,42.577843168874544,中性区,False,0.9359090741000039,-3.7010235696963107,0.5185969642829477,0.2682937280751594,0.3690992902554674,-0.01619384242518218,-0.011315100000000017,-0.007176299999999996,-0.011801299999999994
001318.SZ,20260420,乳制品,442362.9,38.6124,37.9775,67.94843399769215,0.0,中性区,False,0.8398218787459816,3.130137047970905,0.15419488712884397,0.02228251979042436,0.19879747023227892,-0.10414455308630063,-0.0,0.0,-0.005056399999999996
001319.SZ,20260420,汽车配件,422079.0,37.6003,31.3037,60.46506823639133,6.795004454245148,中性区,False,0.8398218787459816,0.15475082127769912,0.25721122040650335,0.05548318852295533,0.18067353302362882,-0.08243073411836857,-0.0,0.0006934000000000003,-0.005717900000000014
001322.SZ,20260420,家居用品,840464.6122,125.881,124.8424,62.69117318991444,0.0,中性区,False,0.8398218787459816,1.039850150798485,0.16042001524490482,0.0318747415711513,0.1658876804329652,-0.058682704675984326,-0.0024145,0.0,-0.006882999999999992
001323.SZ,20260420,家居用品,1152528.9438,15.02,16.1889,57.70586155340581,2.297406218576393,中性区,False,0.9479986745761271,-1.3496852343973977,0.2075688746229167,0.03273654015313625,0.1486284841266977,-0.024793676092856487,-0.00011840000000000005,-0.0014508999999999978,-0.0003837999999999964
001324.SZ,20260420,运输设备,266478.0,44.2801,55.3535,63.846799758761264,27.19074216282724,中性区,False,0.9359090741000039,1.061204925113735,0.4178674256090414,0.16200054177018833,0.2754835893108395,-0.05403931841212292,-0.0,0.009025000000000004,-0.0117546
001325.SZ,20260420,橡胶,407680.0,26.3596,25.1855,43.888148776928816,60.56506375351321,中性区,False,0.931140022358142,-4.94652145113104,0.559584796261793,0.49922075421120266,0.9726987299333981,0.18986842525163328,0.0,0.0069102999999999925,0.00839740000000001
001326.SZ,20260420,电气设备,386642.4,38.1588,144.2254,52.09949862848828,51.75497248775018,中性区,False,0.9359090741000039,-2.79316350384975,0.5582341916926129,0.3575789390031597,0.28900525910475233,-0.12016575955568698,0.005150399999999995,-0.010241400000000008,0.019325499999999992
001328.SZ,20260420,日用化工,690933.4594,42.8673,38.5733,61.66006007853353,22.243188018345627,中性区,False,0.8398218787459816,0.6298795777134354,0.3815004750416895,0.13286252282604685,0.1654994185216042,-0.0471476948103548,0.0,-0.00240479999999999,-0.006741300000000021
001330.SZ,20260420,影视音像,1341530.5284,,,43.90058404793719,73.02797371331077,中性区,False,0.8229632265279965,-4.615730809089892,0.642133032705458,0.5974972227195978,0.4983153959604599,-0.13974278140195978,-0.046283699999999955,-0.3251828,0.2788991
001331.SZ,20260420,供气供热,1497565.44,,4509.69,46.993609761059695,70.19990793401087,中性区,False,0.9359090741000039,-4.141118164850894,0.5311930612287453,0.7104352231697648,0.7302746422485568,0.04427115305345575,-0.06721220000000001,0.0,-0.1165245
001332.SZ,20260420,专用机械,644156.7,25.2448,26.0794,59.480775179158925,42.10215091737992,中性区,False,1.0440858699301494,-1.1679729388148898,0.512646404281594,0.2686005818541557,0.36254713905174335,-0.014505434288943686,-0.0054035000000000055,-0.0058120000000000125,-0.00025379999999999847
001333.SZ,20260420,化工原料,336000.0,22.9514,25.9502,66.84700262034937,5.9585339241355575,中性区,False,1.0440858699301494,1.7608390918024324,0.2515024070896267,0.031369201206258725,0.3511461851732622,-0.017583546323697297,-0.0,0.0,-0.03907150000000001
001335.SZ,20260420,化工原料,516973.6734,46.5869,50.2528,57.16765116114956,23.843175775013066,中性区,False,0.8398218787459816,-1.156302207838432,0.40189914386237624,0.13134402288785535,0.4204284141668969,-0.2777511999193549,-0.0,-0.008854299999999999,0.0010355999999999942
001336.SZ,20260420,专用机械,216847.703,76.5379,82.0832,69.96633920661746,32.40659079051674,中性区,False,0.9359090741000039,3.49433380958136,0.43507707048200567,0.2194825574053139,0.06530028317276818,-0.03027969451034926,0.001993400000000007,-1.8200000000007164e-05,0.0017264000000000103
001337.SZ,20260420,黄金,2320500.0,93.4968,55.212,58.29701446165452,56.96175565626547,中性区,False,0.8229632265279965,-0.6303980921050102,0.5413299697720908,0.4625762772178723,0.45807558451133684,-0.20870434007410932,-0.022512200000000086,-0.0061284999999999396,-0.033364500000000054
